customerid,age,salary,balance,marital,jobedu,targeted,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,response
976,38,50000,137,single,"admin.,secondary",yes,no,yes,yes,unknown,7,"may, 2017",125 sec,2,-1,0,unknown,no
977,60,55000,42,married,"retired,secondary",yes,no,yes,yes,unknown,7,"may, 2017",386 sec,2,-1,0,unknown,no
978,33,100000,54,single,"management,tertiary",no,no,no,no,unknown,7,"may, 2017",262 sec,2,-1,0,unknown,no
979,33,8000,1716,single,"unemployed,tertiary",no,no,yes,no,unknown,7,"may, 2017",396 sec,2,-1,0,unknown,no
980,52,50000,270,married,"admin.,primary",yes,no,yes,no,unknown,7,"may, 2017",294 sec,2,-1,0,unknown,no
981,42,20000,803,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",171 sec,2,-1,0,unknown,no
982,30,60000,102,single,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",614 sec,2,-1,0,unknown,no
983,33,120000,188,divorced,"entrepreneur,tertiary",no,no,yes,no,unknown,7,"may, 2017",118 sec,3,-1,0,unknown,no
984,46,50000,207,divorced,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",485 sec,4,-1,0,unknown,no
985,51,20000,1466,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",406 sec,2,-1,0,unknown,no
986,40,8000,350,single,"unemployed,secondary",yes,no,yes,no,unknown,7,"may, 2017",287 sec,1,-1,0,unknown,no
987,50,50000,159,married,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",216 sec,2,-1,0,unknown,no
988,42,120000,157,married,"entrepreneur,tertiary",yes,no,yes,yes,unknown,7,"may, 2017",650 sec,1,-1,0,unknown,no
989,38,60000,0,married,"technician,secondary",yes,no,no,no,unknown,7,"may, 2017",55 sec,1,-1,0,unknown,no
990,36,50000,91,single,"admin.,primary",yes,no,yes,no,unknown,7,"may, 2017",371 sec,2,-1,0,unknown,no
991,37,8000,849,divorced,"unemployed,primary",yes,no,yes,no,unknown,7,"may, 2017",166 sec,1,-1,0,unknown,no
992,33,100000,436,married,"management,tertiary",yes,no,yes,no,unknown,7,"may, 2017",48 sec,1,-1,0,unknown,no
993,38,20000,-1,single,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",72 sec,1,-1,0,unknown,no
994,52,20000,297,married,"blue-collar,tertiary",yes,no,yes,no,unknown,7,"may, 2017",55 sec,1,-1,0,unknown,no
995,29,20000,313,married,"blue-collar,secondary",yes,no,yes,yes,unknown,7,"may, 2017",144 sec,1,-1,0,unknown,no
996,37,20000,310,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",474 sec,1,-1,0,unknown,no
997,34,50000,475,married,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",559 sec,1,-1,0,unknown,no
998,43,20000,61,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",261 sec,1,-1,0,unknown,no
999,49,70000,1377,married,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",1101 sec,1,-1,0,unknown,no
1000,33,60000,56,single,"technician,secondary",yes,no,no,no,unknown,7,"may, 2017",236 sec,2,-1,0,unknown,no
1001,47,50000,0,married,"admin.,unknown",no,no,yes,no,unknown,7,"may, 2017",164 sec,1,-1,0,unknown,no
1002,50,60000,73,married,"technician,secondary",yes,no,no,no,unknown,7,"may, 2017",93 sec,1,-1,0,unknown,no
1003,30,20000,660,single,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",912 sec,2,-1,0,unknown,no
1004,44,70000,-79,married,"services,primary",yes,no,yes,no,unknown,7,"may, 2017",179 sec,2,-1,0,unknown,no
1005,44,20000,558,divorced,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",485 sec,1,-1,0,unknown,no
1006,30,70000,342,single,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",206 sec,2,-1,0,unknown,no
1007,40,20000,-4,married,"blue-collar,unknown",no,no,yes,no,unknown,7,"may, 2017",311 sec,1,-1,0,unknown,no
1008,41,20000,225,married,"blue-collar,unknown",no,no,yes,no,unknown,7,"may, 2017",690 sec,2,-1,0,unknown,no
1009,34,20000,267,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",362 sec,1,-1,0,unknown,no
1010,53,70000,46,married,"services,primary",yes,no,yes,no,unknown,7,"may, 2017",274 sec,1,-1,0,unknown,no
1011,35,20000,624,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",163 sec,1,-1,0,unknown,no
1012,34,60000,1107,divorced,"technician,secondary",yes,no,yes,yes,unknown,7,"may, 2017",345 sec,1,-1,0,unknown,no
1013,39,50000,573,single,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",329 sec,1,-1,0,unknown,no
1014,39,100000,406,single,"management,tertiary",no,no,yes,no,unknown,7,"may, 2017",68 sec,1,-1,0,unknown,no
1015,52,70000,220,divorced,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",143 sec,3,-1,0,unknown,no
1016,34,20000,2308,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",1062 sec,1,-1,0,unknown,no
1017,37,20000,139,divorced,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",71 sec,1,-1,0,unknown,
1018,39,50000,367,married,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",106 sec,1,-1,0,unknown,no
1019,52,120000,278,divorced,"entrepreneur,primary",yes,no,yes,no,unknown,7,"may, 2017",688 sec,2,-1,0,unknown,no
1020,35,20000,229,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",103 sec,3,-1,0,unknown,no
1021,36,120000,1722,married,"entrepreneur,tertiary",yes,no,yes,no,unknown,7,"may, 2017",349 sec,2,-1,0,unknown,no
1022,,60000,-500,married,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",78 sec,5,-1,0,unknown,no
1023,31,50000,308,divorced,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",194 sec,1,-1,0,unknown,no
1024,43,60000,1026,divorced,"technician,tertiary",no,no,yes,yes,unknown,7,"may, 2017",224 sec,5,-1,0,unknown,no
1025,43,20000,548,single,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",98 sec,1,-1,0,unknown,no
1026,39,20000,356,married,"blue-collar,secondary",yes,no,yes,yes,unknown,7,"may, 2017",607 sec,1,-1,0,unknown,no
1027,40,60000,164,married,"technician,primary",yes,no,yes,no,unknown,7,"may, 2017",398 sec,1,-1,0,unknown,no
1028,58,100000,211,married,"management,tertiary",yes,no,no,no,unknown,7,"may, 2017",103 sec,2,-1,0,unknown,no
1029,31,20000,19,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",241 sec,2,-1,0,unknown,no
1030,41,20000,108,married,"blue-collar,secondary",yes,no,yes,yes,unknown,7,"may, 2017",203 sec,1,-1,0,unknown,no
1031,37,100000,308,married,"management,tertiary",yes,no,yes,no,unknown,7,"may, 2017",96 sec,3,-1,0,unknown,no
1032,44,70000,7,divorced,"services,secondary",yes,no,yes,yes,unknown,7,"may, 2017",238 sec,3,-1,0,unknown,no
1033,37,60000,16,married,"technician,tertiary",yes,no,yes,yes,unknown,7,"may, 2017",153 sec,3,-1,0,unknown,no
1034,39,20000,867,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",481 sec,1,-1,0,unknown,no
1035,41,20000,277,single,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",2177 sec,4,-1,0,unknown,no
1036,52,20000,196,divorced,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",119 sec,3,-1,0,unknown,no
1037,29,20000,365,single,"blue-collar,primary",yes,no,yes,yes,unknown,7,"may, 2017",245 sec,2,-1,0,unknown,no
1038,60,20000,1310,divorced,"blue-collar,secondary",yes,no,no,no,unknown,7,"may, 2017",152 sec,2,-1,0,unknown,no
1039,32,60000,186,married,"technician,secondary",yes,no,no,no,unknown,7,"may, 2017",418 sec,2,-1,0,unknown,no
1040,50,70000,148,single,"services,primary",yes,no,yes,no,unknown,7,"may, 2017",198 sec,2,-1,0,unknown,no
1041,56,20000,862,married,"blue-collar,primary",yes,no,yes,yes,unknown,7,"may, 2017",198 sec,2,-1,0,unknown,no
1042,48,50000,359,married,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",374 sec,1,-1,0,unknown,no
1043,29,20000,190,married,"blue-collar,primary",yes,no,no,no,unknown,7,"may, 2017",51 sec,1,-1,0,unknown,no
1044,40,20000,4,married,"blue-collar,secondary",yes,no,yes,yes,unknown,7,"may, 2017",263 sec,1,-1,0,unknown,no
1045,42,50000,0,divorced,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",229 sec,2,-1,0,unknown,no
1046,34,20000,42,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",154 sec,2,-1,0,unknown,no
1047,23,100000,2605,single,"management,tertiary",no,no,yes,no,unknown,7,"may, 2017",278 sec,6,-1,0,unknown,no
1048,30,60000,60,single,"technician,tertiary",no,no,yes,yes,unknown,7,"may, 2017",306 sec,5,-1,0,unknown,no
1049,51,100000,98,married,"management,primary",yes,no,yes,no,unknown,7,"may, 2017",114 sec,2,-1,0,unknown,no
1050,52,60000,-181,single,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",94 sec,2,-1,0,unknown,no
1051,45,60000,118,married,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",208 sec,2,-1,0,unknown,no
1052,41,20000,-15,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",169 sec,2,-1,0,unknown,no
1053,27,4000,671,single,"student,secondary",yes,no,yes,no,unknown,7,"may, 2017",332 sec,2,-1,0,unknown,no
1054,50,20000,1557,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",263 sec,6,-1,0,unknown,no
1055,36,20000,-20,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",353 sec,3,-1,0,unknown,no
1056,46,20000,323,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",108 sec,6,-1,0,unknown,no
1057,44,20000,-171,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",441 sec,2,-1,0,unknown,no
1058,47,20000,438,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",46 sec,3,-1,0,unknown,no
1059,40,20000,316,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",266 sec,2,-1,0,unknown,no
1060,36,70000,174,single,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",223 sec,2,-1,0,unknown,no
1061,46,20000,442,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",105 sec,2,-1,0,unknown,no
1062,58,60000,786,married,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",165 sec,3,-1,0,unknown,no
1063,30,60000,-317,divorced,"technician,tertiary",no,no,yes,no,unknown,7,"may, 2017",381 sec,2,-1,0,unknown,no
1064,43,20000,667,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",228 sec,3,-1,0,unknown,no
1065,29,70000,-158,single,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",128 sec,2,-1,0,unknown,no
1066,41,100000,72,married,"management,tertiary",yes,no,yes,no,unknown,7,"may, 2017",764 sec,3,-1,0,unknown,no
1067,44,120000,58,married,"entrepreneur,primary",yes,no,yes,no,unknown,7,"may, 2017",113 sec,3,-1,0,unknown,no
1068,44,70000,396,divorced,"services,secondary",yes,no,yes,yes,unknown,7,"may, 2017",396 sec,4,-1,0,unknown,no
1069,59,20000,10,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",133 sec,3,-1,0,unknown,no
1070,39,100000,2887,single,"management,unknown",no,no,yes,no,unknown,7,"may, 2017",42 sec,2,-1,0,unknown,no
1071,42,100000,0,married,"management,secondary",yes,no,no,no,unknown,7,"may, 2017",234 sec,4,-1,0,unknown,no
1072,31,50000,89,married,"admin.,secondary",yes,no,no,no,unknown,7,"may, 2017",297 sec,3,-1,0,unknown,no
1073,29,0,50,single,"unknown,primary",yes,no,yes,no,unknown,7,"may, 2017",50 sec,2,-1,0,unknown,no
1074,39,20000,29,single,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",214 sec,2,-1,0,unknown,no
1075,44,20000,420,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",110 sec,2,-1,0,unknown,no
1076,49,70000,114,single,"services,primary",yes,no,yes,no,unknown,7,"may, 2017",99 sec,2,-1,0,unknown,no
1077,39,16000,365,married,"housemaid,secondary",yes,no,yes,no,unknown,7,"may, 2017",274 sec,4,-1,0,unknown,no
1078,27,20000,0,single,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",191 sec,4,-1,0,unknown,no
1079,56,100000,-24,married,"management,primary",yes,no,yes,no,unknown,7,"may, 2017",305 sec,3,-1,0,unknown,no
1080,43,60000,743,married,"technician,tertiary",yes,no,yes,no,unknown,7,"may, 2017",134 sec,2,-1,0,unknown,no
1081,37,60000,0,married,"self-employed,primary",yes,no,no,no,unknown,7,"may, 2017",112 sec,4,-1,0,unknown,no
1082,54,60000,99,single,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",283 sec,3,-1,0,unknown,no
1083,38,20000,22,married,"blue-collar,secondary",yes,no,yes,yes,unknown,7,"may, 2017",353 sec,4,-1,0,unknown,no
1084,31,20000,251,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",212 sec,2,-1,0,unknown,no
1085,34,20000,615,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",225 sec,2,-1,0,unknown,no
1086,35,50000,136,married,"admin.,primary",yes,no,yes,no,unknown,7,"may, 2017",283 sec,1,-1,0,unknown,no
1087,44,20000,2167,single,"blue-collar,unknown",no,no,yes,no,unknown,7,"may, 2017",1273 sec,1,-1,0,unknown,no
1088,30,20000,309,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",1574 sec,2,-1,0,unknown,yes
1089,51,60000,221,married,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",139 sec,3,-1,0,unknown,no
1090,37,20000,321,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",228 sec,2,-1,0,unknown,no
1091,39,20000,-33,married,"blue-collar,tertiary",yes,no,yes,no,unknown,7,"may, 2017",62 sec,5,-1,0,unknown,no
1092,33,100000,76,single,"management,tertiary",no,no,yes,no,unknown,7,"may, 2017",256 sec,3,-1,0,unknown,no
1093,37,100000,42,divorced,"management,tertiary",no,no,yes,no,unknown,7,"may, 2017",564 sec,3,-1,0,unknown,no
1094,46,20000,76,single,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",245 sec,2,-1,0,unknown,no
1095,32,50000,1293,married,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",161 sec,2,-1,0,unknown,no
1096,43,120000,526,married,"entrepreneur,primary",yes,no,yes,no,unknown,7,"may, 2017",79 sec,4,-1,0,unknown,no
1097,59,16000,873,divorced,"housemaid,unknown",no,no,yes,no,unknown,7,"may, 2017",152 sec,3,-1,0,unknown,no
1098,46,50000,40,married,"admin.,primary",yes,no,yes,no,unknown,7,"may, 2017",591 sec,3,-1,0,unknown,no
1099,47,20000,117,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",113 sec,2,-1,0,unknown,no
1100,31,70000,671,single,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",193 sec,3,-1,0,unknown,no
1101,30,20000,145,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",299 sec,2,-1,0,unknown,no
1102,38,20000,1807,married,"blue-collar,primary",yes,no,no,no,unknown,7,"may, 2017",348 sec,3,-1,0,unknown,no
1103,44,20000,-212,single,"blue-collar,secondary",yes,no,yes,yes,unknown,7,"may, 2017",103 sec,4,-1,0,unknown,no
1104,52,60000,133,married,"technician,unknown",no,no,yes,no,unknown,7,"may, 2017",253 sec,8,-1,0,unknown,no
1105,29,70000,566,single,"services,secondary",yes,no,no,no,unknown,7,"may, 2017",127 sec,2,-1,0,unknown,no
1106,43,50000,1924,married,"admin.,tertiary",yes,no,yes,no,unknown,7,"may, 2017",244 sec,7,-1,0,unknown,no
1107,47,60000,145,married,"technician,primary",yes,no,yes,no,unknown,7,"may, 2017",157 sec,6,-1,0,unknown,no
1108,43,20000,487,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",548 sec,2,-1,0,unknown,no
1109,52,20000,-57,divorced,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",114 sec,3,-1,0,unknown,no
1110,32,70000,81,single,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",126 sec,5,-1,0,unknown,no
1111,40,50000,-227,single,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",161 sec,3,-1,0,unknown,no
1112,57,60000,2710,divorced,"technician,secondary",yes,no,yes,yes,unknown,7,"may, 2017",333 sec,1,-1,0,unknown,no
1113,30,70000,98,divorced,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",155 sec,1,-1,0,unknown,no
1114,48,20000,1230,married,"blue-collar,secondary",yes,no,yes,yes,unknown,7,"may, 2017",152 sec,3,-1,0,unknown,no
1115,46,20000,78,married,"blue-collar,secondary",yes,no,yes,yes,unknown,7,"may, 2017",145 sec,1,-1,0,unknown,no
1116,59,55000,137,divorced,"retired,primary",yes,no,yes,yes,unknown,7,"may, 2017",66 sec,3,-1,0,unknown,no
1117,50,20000,354,married,"blue-collar,primary",yes,yes,yes,no,unknown,7,"may, 2017",123 sec,2,-1,0,unknown,no
1118,50,20000,149,divorced,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",74 sec,1,-1,0,unknown,no
1119,33,20000,126,divorced,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",248 sec,3,-1,0,unknown,no
1120,39,60000,0,single,"technician,unknown",no,no,yes,no,unknown,7,"may, 2017",130 sec,1,-1,0,unknown,no
1121,57,55000,8266,divorced,"retired,secondary",yes,no,yes,no,unknown,7,"may, 2017",71 sec,1,-1,0,unknown,no
1122,49,20000,51,married,"blue-collar,unknown",no,no,yes,no,unknown,7,"may, 2017",984 sec,1,-1,0,unknown,no
1123,41,20000,258,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",252 sec,1,-1,0,unknown,no
1124,43,60000,117,married,"technician,primary",yes,no,yes,no,unknown,7,"may, 2017",84 sec,2,-1,0,unknown,no
1125,29,100000,199,married,"management,tertiary",yes,no,yes,yes,unknown,7,"may, 2017",1689 sec,4,-1,0,unknown,yes
1126,56,70000,219,married,"services,primary",yes,no,yes,no,unknown,7,"may, 2017",130 sec,4,-1,0,unknown,no
1127,46,60000,1571,married,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",489 sec,2,-1,0,unknown,no
1128,42,20000,223,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",41 sec,3,-1,0,unknown,no
1129,36,20000,-79,married,"blue-collar,primary",yes,no,no,no,unknown,7,"may, 2017",159 sec,3,-1,0,unknown,no
1130,29,70000,321,married,"services,primary",yes,no,yes,no,unknown,7,"may, 2017",196 sec,2,-1,0,unknown,no
1131,43,50000,2527,single,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",276 sec,4,-1,0,unknown,no
1132,48,50000,5,married,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",697 sec,2,-1,0,unknown,no
1133,38,20000,20,single,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",81 sec,2,-1,0,unknown,no
1134,46,20000,1045,married,"blue-collar,secondary",yes,no,yes,yes,unknown,7,"may, 2017",149 sec,1,-1,0,unknown,no
1135,44,20000,1,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",281 sec,2,-1,0,unknown,no
1136,28,100000,3,married,"management,tertiary",yes,no,yes,no,unknown,7,"may, 2017",122 sec,5,-1,0,unknown,no
1137,28,20000,-55,married,"blue-collar,primary",yes,no,yes,no,unknown,7,"may, 2017",361 sec,2,-1,0,unknown,no
1138,36,60000,141,divorced,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",319 sec,3,-1,0,unknown,no
1139,37,20000,374,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",944 sec,3,-1,0,unknown,no
1140,56,100000,93,married,"management,primary",yes,no,yes,no,unknown,7,"may, 2017",282 sec,2,-1,0,unknown,no
1141,46,20000,460,single,"blue-collar,tertiary",no,no,yes,no,unknown,7,"may, 2017",1102 sec,2,-1,0,unknown,yes
1142,34,70000,78,divorced,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",35 sec,3,-1,0,unknown,no
1143,32,120000,135,married,"entrepreneur,secondary",yes,no,yes,no,unknown,7,"may, 2017",143 sec,2,-1,0,unknown,no
1144,33,60000,367,married,"technician,secondary",yes,no,yes,yes,unknown,7,"may, 2017",22 sec,2,-1,0,unknown,no
1145,36,70000,248,single,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",90 sec,2,-1,0,unknown,no
1146,35,70000,630,married,"services,secondary",yes,no,yes,no,unknown,7,"may, 2017",17 sec,2,-1,0,unknown,no
1147,44,50000,-30,single,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",404 sec,5,-1,0,unknown,no
1148,37,60000,157,married,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",238 sec,2,-1,0,unknown,no
1149,48,50000,268,divorced,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",71 sec,4,-1,0,unknown,no
1150,38,20000,164,married,"blue-collar,secondary",yes,no,yes,no,unknown,7,"may, 2017",309 sec,2,-1,0,unknown,no
1151,44,60000,-97,married,"technician,secondary",yes,no,yes,no,unknown,7,"may, 2017",408 sec,3,-1,0,unknown,no
1152,31,50000,53,divorced,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",128 sec,4,-1,0,unknown,no
1153,35,100000,788,divorced,"management,tertiary",no,no,yes,no,unknown,7,"may, 2017",297 sec,3,-1,0,unknown,no
1154,54,60000,1904,divorced,"technician,secondary",yes,no,yes,yes,unknown,7,"may, 2017",280 sec,3,-1,0,unknown,no
1155,28,50000,260,single,"admin.,secondary",yes,no,yes,no,unknown,7,"may, 2017",374 sec,2,-1,0,unknown,no
1156,38,8000,447,married,"unemployed,primary",yes,no,yes,no,unknown,7,"may, 2017",365 sec,4,-1,0,unknown,no
1157,48,60000,720,married,"technician,secondary",yes,no,yes,no,unknown,8,"may, 2017",177 sec,3,-1,0,unknown,no
1158,31,20000,2827,married,"blue-collar,tertiary",yes,no,yes,no,unknown,8,"may, 2017",238 sec,3,-1,0,unknown,no
1159,59,55000,0,married,"retired,unknown",no,no,no,no,unknown,8,"may, 2017",425 sec,6,-1,0,unknown,no
1160,29,50000,1117,single,"admin.,secondary",yes,no,yes,no,unknown,8,"may, 2017",77 sec,2,-1,0,unknown,no
1161,28,20000,597,married,"blue-collar,secondary",yes,no,yes,no,unknown,8,"may, 2017",223 sec,2,-1,0,unknown,no
1162,50,20000,362,married,"blue-collar,primary",yes,no,yes,no,unknown,8,"may, 2017",201 sec,2,-1,0,unknown,no
